"s0","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40","s41","s42","s43","s44","s45","s46","s47","s48","s49","s50","s51","s52","s53","s54","s55","s56","s57","s58","s59","s60","s61","s62","s63","s64","s65","s66","s67","s68","s69","s70","s71","s72","s73","s74","s75","s76","s77","s78","s79"
166716.642886898,166369.825790127,166054.447189359,165767.606522795,165506.679426895,165062.989084795,164334.844331073,164194.538558855,164137.899593205,164089.801731648,164045.895837199,164005.029319275,163968.679179383,164013.595472512,163697.680271476,163379.488280768,163089.993039766,162238.021011374,161610.817187599,161104.607188205,160729.562113379,160448.748865671,160202.516376319,159978.982639503,159773.3795162,159532.286606431,159073.7352252,158482.805655576,157847.460859931,157255.798182833,156707.645225235,156371.421396493,156035.14826988,155694.112622253,155364.084848092,154979.064055697,154569.764409951,154264.613714887,153959.756736202,153566.072889054,153212.603972395,152880.32637331,152549.923885974,152156.911858933,151799.48867644,151475.638747958,151192.144769723,150888.132598267,150593.075560995,150321.804020329,150074.907690655,149816.853764845,149561.233727561,149301.263865053,149047.675243894,148850.262846589,148679.583348328,148542.415994767,148403.273087698,148292.756571771,148192.320103584,148100.157275975,148014.331467925,147944.232137572,147869.909618478,147803.483869692,147742.615152252,147682.184126353,147632.006567222,147587.763872246,147548.222531695,147510.777313205,147491.78196553,147464.21442711,147442.48966167,147413.332534952,147398.029758559,147376.861635459,147371.379358503,147355.177410887
166716.642886898,169895.110450165,172843.943959655,175575.352337561,178101.674658668,181756.547707567,187299.565686116,191966.203989313,194487.004072642,196410.312043787,198179.484317166,199807.920760842,201300.742266605,200410.035680826,199960.684609458,199655.833195964,199386.549132685,199095.316588692,197924.150425863,197049.793574988,196679.709148826,196342.02615116,196071.224413382,195799.315991571,195590.076112001,195165.445832482,194557.019407967,193963.762754382,193255.597590083,192622.978766088,191910.860156463,190891.443753952,189960.016492441,188963.80948862,188044.92214726,187062.4401281,186146.452262014,185269.678292729,184523.168906746,183504.761171708,182328.007729545,181228.190851586,180200.929725433,179335.06319848,178548.359997158,177845.827738796,177290.927966344,176834.667497356,176365.82976989,175955.986395731,175606.234227591,175234.649989992,174948.151609918,174608.133322325,174204.941243805,173525.124917838,172986.869850436,172541.88595158,171981.25092377,171506.462541364,171079.443383867,170624.539106655,170244.393365217,169886.072533115,169610.61703251,169348.397819067,169092.699331909,168883.411542466,168670.137671659,168439.65092025,168220.440858646,168029.24260152,167793.741268669,167586.402213987,167404.643761174,167284.444073075,167137.602151823,167017.708268598,166855.822185431,166763.750883361
166716.642886898,162917.689979997,159531.649184076,156507.727345836,153802.377138872,151258.44695956,148793.772388717,147539.413695572,147072.960932544,146779.315190967,146511.851919468,146270.778350204,146049.258727115,145551.829235228,145690.336228805,145881.87361705,146056.623516545,146935.188980541,148373.00202479,149724.91313547,150969.716449484,152200.826260013,153346.724066983,154399.896300588,155413.062880873,156542.843424979,157833.634940446,159052.230792874,160236.436659873,161307.304445696,162239.921417546,163038.365141041,164093.473341144,164957.405389201,165502.927373389,165935.044767092,166217.587259989,166457.130748633,166650.01236806,166767.676491156,166882.871469482,166971.054501973,167084.694595406,167248.223109593,167360.945786661,167465.56901884,167570.496492804,167647.971840345,167692.623203409,167769.358929213,167849.708025161,167956.386808524,168007.926745416,168000.270342734,168005.803447037,168003.214171862,167975.182669219,167952.680113989,167942.190031329,167918.515483718,167898.644841109,167883.199823845,167886.970701496,167890.469140559,167911.777440935,167933.726929224,167949.389947739,167958.362981131,167974.188920562,167992.262379581,168008.844614861,168021.705424917,168036.062004219,168046.726708051,168051.026141291,168052.002025031,168058.347509818,168064.856971133,168081.169135538,168086.608162151
166716.642886898,169895.110450165,172843.943959655,175575.352337561,178101.674658668,181541.013379283,186524.688816221,192755.333183597,198791.181118838,204460.534161043,209766.564008611,214728.455185886,219344.038088818,223459.278801494,227355.095982489,230952.349643738,234281.050579798,238482.277790002,242612.67612935,246386.224861215,249873.425172861,253133.667234501,256152.476897905,258938.822911802,261556.252223393,263922.358535744,265403.220750057,266805.338689826,268253.160498339,269570.500509665,270867.404067528,272014.305061237,273249.605236605,274307.403834487,275227.812372604,276079.170074288,277011.579807195,277988.108753999,278844.831984372,279831.786701187,280795.94849803,281691.458758441,282572.195125673,283401.926640843,284122.512140266,284792.464337582,285433.626560197,286811.469022843,287992.298668086,289125.893997829,290297.744708897,291467.248511943,292458.08608115,293392.214157074,294157.683420356,294916.876970194,295440.313014654,295819.571447664,295999.818561282,295815.594201857,295697.80176587,295561.042599363,295479.959230353,295366.984706224,295224.623535353,295110.941495217,295021.866027513,294955.527941545,294894.351597149,294838.04505761,294788.787982117,294759.294675794,294708.688574469,294676.420566864,294636.454370387,294601.612077524,294557.596027707,294528.821621913,294498.81182095,294474.199617202
166716.642886898,162917.689979997,159531.649184076,156507.727345836,153802.377138872,150985.522171408,147857.844132988,144546.874990159,141822.850421984,139448.057021375,137318.827016528,135406.399224014,133687.734438701,132224.173873416,130777.360692392,129457.821973823,128265.70525038,127299.655320426,126855.878327495,126533.505037781,126284.50072234,126144.422281821,126034.931062958,125935.80478694,125881.975307456,125938.151935211,126361.714507348,126875.466675572,127338.682075173,127713.504283055,128040.208761063,128354.361014005,128809.55068709,129191.473353306,129469.009825068,129823.119960077,130205.306404715,130511.900237009,130781.926843783,130945.777049925,131057.872147818,131152.795778403,131234.592048668,131377.714566667,131517.218040745,131645.970943344,131796.507792311,131896.432988425,131961.282625726,132017.661248754,132153.93849736,132214.250672706,132271.356835056,132329.033331849,132408.842965706,132479.942277511,132552.866599669,132629.271647658,132750.987976857,132913.680166412,133054.383396362,133201.768678334,133331.364320129,133469.9139474,133584.446353518,133698.294372854,133807.713698341,133894.546848646,133981.154876208,134073.973692173,134161.548812097,134232.41641092,134324.462497796,134398.172321317,134465.44900185,134505.21862678,134558.090100564,134596.939967255,134655.037895131,134686.8248651
166716.642886898,173495.093943811,179911.044053283,185963.379668027,191655.144227776,196648.988184298,200749.704918118,203824.357400124,208183.104516462,212601.416522756,216709.515422002,220521.040026905,224053.003152414,226753.610683354,228695.010912399,230433.758117818,232031.715465269,234215.329701635,236330.592490359,238349.053240007,240111.73279961,241763.312762387,243307.721678557,244709.708068837,245988.588101259,247065.095644921,247110.477217019,247009.146503165,246907.578459467,246902.203659353,246572.828017778,246071.096343947,245622.64309569,245125.140571507,244666.359300922,244272.913722418,244141.97098407,243887.83260141,243753.513965626,243811.36963915,243992.24982679,244212.906825726,244389.216477473,244747.156510997,245080.182347289,245391.46974674,245701.79241626,246606.051991776,247502.707469384,248247.986382799,248355.660881339,248662.097292499,248943.8005906,249232.745585626,249523.738590529,249847.573689809,250176.124708624,250494.979150144,250704.036035871,250963.63380584,251204.669349787,251386.184468199,251585.836402021,251739.82883351,251954.130964442,252133.178025726,252290.056522827,252448.770620328,252581.331398143,252689.270413881,252784.918928845,252906.839645822,252988.870183632,253057.985082452,253115.427996175,253194.949729952,253255.334395705,253320.458246543,253359.505448846,253419.905987929
166716.642886898,166369.825790127,166054.447189359,165767.606522795,165506.679426895,164341.636111276,161839.263387414,160302.951641503,158466.784841048,156692.491447101,155093.140295,153643.913480037,152341.381721033,151644.960338863,151429.458920682,151272.762846921,151125.211692706,151352.23143017,151512.917266712,151626.246055347,151669.889562061,151769.29632873,151875.009079321,151970.869741996,152070.274512803,152276.307108022,152091.387971193,151429.349295097,150624.413227457,149918.669248525,149148.894551328,148330.580318369,147396.253369069,146481.39184299,145642.552515739,144783.159046996,144001.690304879,143302.756109759,142657.913373062,142097.101829191,141600.293115753,141150.044337023,140747.521208105,140248.929832794,139787.010844856,139369.546833213,138974.811337972,138632.968633481,138301.680339283,138017.63350095,137788.666314463,137517.234528352,137299.467429175,137108.478960948,136906.483043478,136688.593489508,136396.184884564,136140.815180253,135902.771933449,135696.128916036,135506.156011626,135332.79544347,135179.600941108,135050.499314839,134924.531637215,134809.234469331,134702.424714989,134602.651522668,134518.474092275,134444.105734717,134380.279032173,134329.471423905,134286.905238263,134244.841346445,134206.215119503,134168.830110208,134139.527713562,134109.341653914,134085.816978562,134059.801834649
166716.642886898,159537.185197879,153265.073728311,147765.110643558,142925.779765984,138436.791300073,134140.516386961,131677.236761114,129586.387386524,127706.969315448,126017.676613145,124498.821957793,123129.953321183,121839.32187386,120648.743608935,119577.483496064,118608.440124554,117532.995340255,116483.222211129,115535.377006367,114815.117031159,114088.565894687,113379.723443535,112759.009004296,112241.272499803,111830.654800886,112267.340566871,112869.205719757,113515.600649704,114042.63405517,114565.754405388,115002.05898161,115345.948148375,115551.15988358,115776.917807286,116058.092601559,116247.454051901,116439.432012095,116613.260616443,116803.847534256,116983.139784041,117106.417482929,117047.519159162,116888.580240727,116760.959466147,116647.145671332,116578.007655831,116526.155872061,116450.396787388,116386.684096396,116280.963870641,116210.828843381,116134.121579465,116077.494381678,116011.388692992,115870.565479284,115729.797408119,115612.535862332,115504.897564235,115393.856229072,115295.584584134,115205.966828959,115132.797170043,115081.948902529,115030.512153977,114989.204750661,114951.941635515,114912.007529202,114877.439958373,114846.76682993,114818.018665164,114788.397857313,114771.465690035,114750.046053743,114731.174496061,114710.931636103,114697.796813138,114682.966355568,114677.501594264,114665.949784598
166716.642886898,159537.185197879,153265.073728311,147765.110643558,142925.779765984,139170.659113722,136641.477804934,134116.503617912,132110.330894581,130374.991955575,128813.265222522,127411.694073317,126142.823667502,125241.728240719,124573.992599906,123966.611457774,123416.939789734,122572.638081494,121542.212463857,120647.599311811,120027.732085142,119398.871920543,118797.202717469,118262.696465967,117847.330520116,117558.940336902,117471.800786182,117570.630413097,117745.439740199,117888.442574814,118099.700765737,118302.272238562,118868.377983824,119602.545320828,120298.710402842,120963.228147113,121732.471564514,122525.459763039,123213.113660523,123870.454526543,124486.404002123,125042.297008059,125587.116790425,126068.673845568,126506.152331769,126909.329942523,127272.877590208,127591.348084931,127866.279629328,128121.139739179,128235.007327871,128330.424251232,128388.871903614,128458.877511066,128535.322087597,128703.965065015,128857.702897352,129020.291148116,129178.670328963,129305.085151724,129427.223879015,129547.551567063,129651.279118971,129747.25416497,129828.920656535,129921.647478296,130016.908091921,130096.373162538,130177.368175239,130250.127071024,130322.165377026,130385.490693063,130467.201715811,130537.911528312,130599.161716703,130627.13147192,130679.088219972,130709.428945413,130768.017632091,130790.606240675
166716.642886898,177171.359098067,187267.097885116,196966.021238942,206240.027666028,214192.052014068,220262.359150075,226896.737990471,234146.742376956,241163.298037728,247740.311238016,253881.435786419,259617.305506785,264588.615591775,269003.047065881,273096.093964078,276879.633902047,281347.911289495,285563.003406904,289429.117117393,292676.536302458,295598.919907894,298297.69614033,300759.768960024,303065.071156403,305893.86286987,308389.314096392,311112.634192327,313902.586028912,316621.471006162,319239.31031263,322082.976160586,324260.788968896,326358.373345772,328048.371221426,329321.084243363,330324.806560354,331155.982469784,331975.219020426,332623.192357006,333229.067086245,333806.62269477,334301.056195722,334665.493531304,334977.491929721,335264.354309908,335599.830004336,335856.516753074,336045.156894985,336190.638408783,336298.314998182,336244.240920927,336037.812850888,335951.44255133,335955.640109592,336069.39172969,336157.501691869,336195.090456437,336221.808073703,336286.29785077,336351.087215919,336424.212471415,336503.711232924,336591.430408931,336622.179186838,336642.748429046,336655.890616594,336678.466935298,336697.12397779,336723.781628088,336746.607265965,336777.737552754,336790.684778407,336826.844685696,336855.854814992,336880.788055806,336895.902008506,336912.888613418,336915.273498251,336923.994747313
166716.642886898,159537.185197879,153265.073728311,147765.110643558,142925.779765984,138436.791300073,134140.516386961,131677.236761114,129586.387386524,127706.969315448,126017.676613145,124498.821957793,123129.953321183,121839.32187386,120648.743608935,119577.483496064,118608.440124554,117719.669234246,116875.9679717,116110.99297494,115546.0860476,114957.123712264,114372.775085746,113863.84791757,113496.138380788,113421.194258771,113610.888857048,113761.296015544,113955.01954335,114113.861304963,114259.048942459,114373.550003789,114449.113738119,114396.231018144,114339.247096199,114354.517140549,114282.91865732,114252.001208237,114217.462252734,114228.928120988,114262.452603719,114297.624405278,114426.010301405,114503.280069465,114573.441073457,114641.001907207,114495.855720908,114352.767951083,114198.738555568,114070.893984416,113902.341548106,113760.280848706,113645.45751709,113559.174124096,113479.51961425,113364.117380648,113276.137325679,113200.862267917,113176.462374727,113224.726084995,113256.620479012,113308.591474582,113262.975075315,113174.637624947,113094.750757778,113034.405051502,112981.376885563,112928.279212367,112845.503246132,112775.023292195,112711.278506415,112651.544951513,112598.082628365,112554.053612717,112507.969146471,112470.992376829,112421.805141979,112395.286747121,112367.323095174,112346.744822473
166716.642886898,166369.825790127,166054.447189359,165767.606522795,165506.679426895,165538.909235502,165996.292220627,166804.076501112,166946.441521625,166932.950849645,166920.536094075,166909.419667462,166899.0971872,168020.028142636,169621.977382909,171122.780569689,172501.645871412,174389.348308735,176505.434261449,178461.291136181,180206.907334206,181816.042033933,183322.341183302,184688.414294062,185941.67538141,187162.605091451,191129.17636585,195296.314187923,199326.39930275,202903.353237001,206212.962260538,209027.411356275,211437.934771048,213432.750276073,215493.862030873,217170.995847501,218292.913427373,219312.070929647,220219.24390624,220635.668798023,220771.191484192,220807.714607603,220749.956422589,220632.428880716,220518.161863083,220418.022934858,220450.516857868,221016.216635878,221576.251053272,222147.707773853,222620.09103355,222888.387286972,223165.551951146,223479.992251529,223751.544569972,224075.611428187,224443.829057539,224798.5199461,224916.71958851,224900.601278566,224920.707649483,224838.787471412,224828.246718219,224836.634335487,224851.570813515,224853.613872029,224846.75505782,224866.56269574,224868.14825123,224873.052394937,224871.164785354,224900.573745152,224887.65479463,224889.001911613,224881.870782941,224912.738262182,224917.187060976,224941.507082836,224941.083372074,224965.07929332
166716.642886898,169895.110450165,172843.943959655,175575.352337561,178101.674658668,179672.227317706,179901.744250022,180215.219033035,180877.643466866,181562.873615213,182189.808110703,182758.292963591,183282.493011189,184056.157539616,185201.255495257,186288.207935746,187280.399637645,188464.6038415,189189.969142947,189810.014920183,190286.75409007,190778.175154679,191247.930672889,191672.956909219,192064.671238083,192387.586853825,192268.575357265,192297.212939388,192440.653321614,192586.210532976,192741.372246875,192975.082372598,193185.422574903,193493.872612902,193797.895123073,194096.935079604,194460.366952514,194763.754646873,195059.970847643,195311.15380207,195517.387751782,195721.968626019,195890.404741294,195932.46666818,195975.497989503,196015.82167655,196049.082951528,196065.412744169,196070.905463319,196073.642089385,196120.30933524,196059.994035881,196006.812356466,195950.564404343,195954.921152277,195981.656930201,196078.792548392,196178.540160221,196250.973655006,196300.853037949,196349.341769012,196390.826625847,196426.149431402,196446.052753061,196459.585830002,196474.169739743,196492.265412764,196514.465004515,196535.789827164,196558.383459238,196582.564886453,196610.621041234,196638.090599895,196663.623219293,196688.696033012,196706.216330106,196727.558278382,196739.591405434,196750.041381863,196757.669022131
166716.642886898,162917.689979997,159531.649184076,156507.727345836,153802.377138872,152049.670761372,151530.976705938,153433.851156204,156714.682636206,160065.95448725,163180.916526923,166082.140857438,168760.070288442,170163.261188422,170862.667399397,171464.413064886,172019.611834003,171612.489529035,170500.853858652,169466.519123019,168873.417942792,168200.894154515,167498.934742707,166899.482237553,165951.269336994,164055.862947922,162561.739967821,160720.362599141,158858.827132472,157160.188687626,155803.497736905,154701.104584333,153770.860332403,153118.452955144,152706.833564735,152230.104349631,151629.780611307,150968.27230397,150394.705578373,149872.502283147,149370.525086469,148928.735600641,148452.236128136,147869.123612654,147369.299209779,146912.874235445,146485.815046935,146044.778356213,145709.476347961,145386.703423015,145123.664929039,144907.66498002,144737.817999089,144619.585171425,144492.027809828,144374.741199203,144254.618697283,144162.492661784,144181.161799578,144145.25225756,144124.976049382,144117.373753043,144097.496492025,144083.047496466,144092.251781598,144112.330508328,144125.453060226,144130.602015296,144140.896699983,144149.119998048,144154.775708909,144153.655204697,144160.393022819,144165.857402813,144164.725569382,144149.479126848,144146.312917872,144138.520141686,144145.447614137,144135.381764127
166716.642886898,159537.185197879,153265.073728311,147765.110643558,142925.779765984,138852.900149118,135554.532544053,133859.493105363,132173.469778695,130594.354658096,129171.326647815,127890.724526784,126732.459442298,125120.39947789,123221.256112018,121497.000029559,119949.075873811,118412.221887125,116809.937027386,115420.639874358,114423.008126827,113473.976511655,112583.218496042,111790.037913989,111152.363857413,110740.497615135,109883.375980625,109046.359131691,108309.919508593,107692.036842831,107033.787621785,106359.113135337,105777.014071475,105196.182790646,104650.032112445,104156.713951128,103771.727054957,103426.909710302,103107.600246172,102703.420822267,102272.894835747,101880.340562517,101554.117004619,101160.724654213,100817.92451784,100508.570728257,100225.029764652,100028.108416387,99822.3305382909,99637.4851119814,99446.4584025,99241.1265796625,99066.323508355,98935.0128004164,98833.8270821473,98718.47303193,98629.1902024445,98549.6915574558,98407.6025116088,98282.7037595622,98174.5611339161,98061.5482505683,97955.709511551,97863.4310156869,97780.4022600295,97707.5909994929,97635.3433739683,97566.1639171513,97529.8039720191,97566.6472237853,97598.8865539,97618.5709657365,97649.6462185971,97656.4139232506,97675.1546720829,97688.1281395005,97727.6522784655,97739.8051860579,97768.431769868,97775.1133754201
166716.642886898,173495.093943811,179911.044053283,185963.379668027,191655.144227776,196432.931016015,199980.134034133,202600.918065169,206205.702755931,209831.606825132,213191.61441766,216296.957356624,219168.838183048,221492.254063076,223508.854919038,225355.014699042,227050.098812989,229437.639451183,231909.079927358,234236.363568004,236203.808320804,238043.133685372,239759.881205216,241322.312752463,242730.594637709,243842.107347513,243859.955715641,243186.900895968,242317.101536971,241699.199934064,240933.433536306,240167.571449817,239429.902290565,238734.654244766,237995.910940652,237201.916566327,236580.136822178,236015.980428893,235561.933130013,235141.31999516,234663.198726685,234264.129774545,233908.794255372,233386.213604444,232897.659380627,232449.426542584,232053.429278155,231607.626341676,231175.207877816,230772.876957815,230409.892053739,230084.750351572,229717.307211828,229387.883321381,229119.80669527,228831.856315401,228538.321912966,228239.026775525,227964.124877046,227774.399755449,227585.912581647,227396.004283095,227243.334067147,227101.373729393,227038.157455604,226973.941032211,226911.886895586,226862.406219047,226820.104170567,226775.869706086,226735.88569238,226709.866055664,226663.705103414,226630.948326905,226601.0017694,226591.370595909,226564.203914207,226548.891399576,226505.459683517,226488.424583795
166716.642886898,169895.110450165,172843.943959655,175575.352337561,178101.674658668,179537.467135198,179430.743474992,179476.191863796,178684.656514472,177771.364101822,176943.648401919,176184.384861532,175503.852511771,175841.618526158,176329.632830063,176784.438403422,177195.677370138,178152.967566533,179501.868195884,180760.438354656,181744.049214213,182642.96075857,183486.0159552,184244.012414803,184900.943504117,185642.653565849,186375.76048103,187515.367158048,188691.019234075,189746.224249723,190735.059807254,191869.133066753,192744.568195001,193621.174569322,194432.645417865,195220.951212653,195984.090356757,196612.893370504,197145.974063547,197386.916065282,197574.487461804,197721.701836268,197909.240189934,198173.448126806,198406.116027459,198620.807557789,198841.803128867,199018.581885177,199279.479047559,199508.736192866,199642.587526109,199790.224284948,199996.712276153,200223.519829645,200388.826816038,200533.74033077,200693.966768668,200863.916185906,201016.484723586,201167.826276799,201309.25889434,201437.733929251,201565.963191268,201718.955907497,201769.30236185,201814.747910885,201857.868782664,201893.537823286,201934.474439512,201976.710851421,202007.817204583,202019.856167786,202036.864713706,202067.246356372,202088.647102037,202110.620392318,202120.510362137,202145.404132114,202165.252011334,202181.664203865
166716.642886898,169895.110450165,172843.943959655,175575.352337561,178101.674658668,180929.08886283,184337.203865142,187228.436146464,189782.911638643,192120.176963226,194275.058606762,196261.306830769,198086.986655388,200985.59139696,203877.051816308,206523.850303496,208965.783352245,210667.154759866,212137.355885243,213497.091029621,214717.712396401,215827.255598068,216863.350162484,217798.420086904,218627.342895729,219351.558415842,219661.732730522,220281.982106047,221030.142732133,221744.85717151,222420.706350093,223037.742872999,223751.010594394,224292.725841503,224772.22164939,225489.552683424,226317.816369932,227024.272362992,227673.44215865,228320.954896873,228876.661844928,229395.35717557,229867.746204347,230148.952530853,230448.824794006,230728.471326574,231050.199711252,231297.455256454,231467.809512929,231600.311965488,231758.001851818,231881.879028469,232026.380303013,232146.095209904,232229.209039523,232274.085967371,232313.662601523,232346.716997416,232388.968784341,232402.885788816,232407.875619176,232412.945769482,232420.065124079,232446.504444444,232448.754089464,232457.212765846,232467.867202011,232467.379862956,232472.878343546,232484.474447803,232496.510855466,232497.596356081,232523.721753372,232533.592620847,232549.869432339,232552.587268627,232565.771555412,232569.04807083,232588.9812998,232595.378305509
166716.642886898,162917.689979997,159531.649184076,156507.727345836,153802.377138872,151213.584895811,148639.639411909,145746.687907297,143081.333946249,140691.537077498,138548.754424656,136624.522208202,134894.747618888,133875.519348671,133097.63747621,132396.760416602,131761.742421919,131425.713870076,131498.579442381,131644.321129209,131818.850910787,132037.281876746,132266.309030727,132463.186243005,132655.007178939,132823.409792513,132800.190138358,132941.151877214,133170.453060191,133418.500547951,133639.355898807,133912.261432135,134021.179639687,134126.937878758,134280.248613945,134444.031934566,134499.723138926,134570.466234601,134599.323650594,134536.585621148,134485.545210545,134436.987973388,134409.097102101,134316.83650234,134234.97943574,134160.223811118,133863.376852767,133532.164757122,133301.200308661,133112.243629943,132959.559260584,132817.230597999,132675.784801099,132503.247960051,132363.279495695,132335.925674267,132298.598563651,132280.738267985,132266.829963363,132262.118130446,132244.124209591,132228.287082316,132222.957380274,132240.063966924,132244.866274706,132250.960583334,132254.48327403,132255.556597324,132213.078398803,132179.186049025,132150.553767378,132122.000974188,132100.520520329,132075.990975915,132057.399527384,132038.81104498,132024.585872303,132008.40084103,131993.661353476,131979.566936794
166716.642886898,162917.689979997,159531.649184076,156507.727345836,153802.377138872,150955.227609653,147754.21618423,144388.107924912,141551.572790109,139063.347965385,136834.231722525,134833.275140041,133036.553361026,131489.802263301,129943.420573681,128534.086068558,127261.783844291,125736.621351773,124148.298873618,122766.641811344,121638.129472845,120720.928776909,119912.470894142,119181.222437531,118476.971813524,117742.819067169,116928.304741322,116281.419465452,115794.942725253,115397.898236698,115065.780551954,114817.250562295,114490.651618204,114161.096504037,113827.083064728,113534.252876478,113346.240325617,113208.894601347,113071.686916191,112947.924776732,112866.088026929,112792.937713175,112702.712015154,112656.262551431,112611.70333631,112574.487533969,112558.0883238,112512.063311784,112522.77523412,112523.835986713,112477.987936872,112422.648004966,112383.180622313,112380.153025962,112401.874871907,112437.649572683,112477.256442506,112521.462528111,112549.494816992,112587.262862433,112624.84202851,112660.586124486,112694.284394634,112721.245561772,112740.050246837,112754.945911092,112770.172525858,112786.37746117,112799.730395465,112810.935616263,112820.910387635,112831.91198251,112841.158839786,112855.687835483,112866.40750363,112871.659971018,112874.599978081,112878.506726448,112882.157811643,112885.112419182
166716.642886898,169895.110450165,172843.943959655,175575.352337561,178101.674658668,180514.410775092,182865.277903916,184890.330645769,185745.58655901,186301.418757103,186809.602873369,187270.564139368,187694.87045717,186124.82485302,184039.360493284,182164.799247778,180476.914748165,179174.143958271,178946.66176633,178149.494555821,176374.826426833,174737.709097705,173253.622561997,171908.838810503,170635.798958806,169173.297356431,168322.435926382,167575.576310139,166645.517697369,165640.777624986,164508.948377063,163378.844915876,162426.774220887,161399.650222536,160345.141780704,159248.536543562,158198.07766577,157221.932802985,156401.375453005,155727.040165537,155082.985180054,154550.215693359,154153.610868183,153927.678421593,153712.752154209,153535.314282551,153451.875903723,153181.227270954,152914.953866889,152674.855114245,152502.417184207,152387.776814364,152313.410173263,152289.338818817,152343.278293718,152599.594323114,152726.500506212,152769.796748915,152837.350196132,152903.682551768,152952.942277831,152976.179746362,153005.797865084,153027.360043559,153063.656178159,153093.618019803,153085.786634851,153071.232858242,153058.194832335,153049.166409107,153037.999276899,153025.292994123,153020.948715622,152990.200126407,152959.018930464,152933.094087959,152907.248023972,152883.450072081,152854.153752924,152835.926386052
166716.642886898,156226.825116335,147244.656123628,139510.861819974,132818.353667382,127244.799822445,122750.16791183,120304.404402043,117692.253421882,115236.723309596,113043.195859585,111083.434587659,109324.882113802,107772.258664313,106119.531570194,104614.356353977,103261.130576492,101894.407308705,100600.878443848,98977.7762599669,97053.5447218334,95309.1018189441,93716.160448259,92304.678805495,91078.7230326803,90013.7785572382,88970.4296519818,87927.7617245927,87019.2083897603,86217.6903251498,85525.8014433694,84945.3009720051,84555.3839903592,84234.426256584,83923.6921271806,83559.4504396853,83066.0717117718,82550.5814873981,82086.3737460796,81600.1909051311,81150.6944320155,80736.3277733308,80386.8610690748,80156.1915621378,79943.602664466,79767.2345243006,79629.5112628181,79501.3238564097,79371.4512073968,79271.2972764095,79295.4461211065,79320.9826201264,79354.3252133429,79400.0493947745,79461.0064414852,79584.0632722191,79701.7960053262,79798.5345756921,79882.2625053715,79913.4248767799,79951.8439459701,79986.8936346384,80009.9132603769,80033.0779228203,80057.7746667098,80082.5128177225,80099.5991944661,80112.2326237173,80124.2933360842,80138.3732386758,80150.2667722115,80161.3129501244,80171.3952241576,80186.6603688991,80202.0530446124,80216.1322180076,80233.8333414994,80248.5665447068,80265.967542522,80275.2963921914
166716.642886898,173495.093943811,179911.044053283,185963.379668027,191655.144227776,196750.239486079,201111.076880833,206578.074541256,210064.428885653,212882.020908275,215482.564662252,217871.266165731,220079.403613112,222545.128177845,224807.445956833,226891.65429548,228802.743789009,229902.9999152,230931.275640297,231865.091966831,232617.715702062,233320.774316908,233975.380074836,234567.985191823,235049.680014552,235256.314861878,235327.910913666,235770.484418226,236232.496992851,236586.737090752,236980.33464132,237416.189962028,237748.847918864,238032.223269593,238250.120057077,238281.101959836,238217.877845993,238143.744980914,238114.036449639,238182.390633811,238297.933983146,238418.385515959,238490.449499177,238730.143161056,238953.567831517,239164.79052541,239374.240405596,239496.61619377,239684.717343042,239832.979567791,239839.720000588,239781.823573296,239741.680200954,239623.590901137,239439.236282314,239180.26707933,238987.035129736,238769.717945278,238542.26594593,238343.292208275,238158.931915092,237969.840863229,237802.613647299,237621.628238934,237510.974323028,237407.400554271,237307.545203907,237232.320940562,237153.034717051,237069.656952147,236994.438266395,236934.687972927,236850.909203269,236790.632704451,236737.171629121,236712.448048199,236655.749201804,236625.897937727,236563.503386474,236541.38380449
166716.642886898,162917.689979997,159531.649184076,156507.727345836,153802.377138872,151287.48244586,148893.590649543,144596.226213847,141691.983973686,139347.166123579,137244.642655768,135359.02105045,133661.009122953,132389.018851569,131734.875999413,131159.675529034,130635.258931557,130856.526293503,131117.009016181,131393.855582531,131647.302071513,131765.550297821,131831.515253191,131907.321815684,131806.21913519,131343.798490644,131008.058817262,130363.4857887,129703.900090333,129112.490293383,128627.285863118,128257.087587155,128404.686784091,128986.954871753,129808.581528411,130385.95470858,131008.90385297,131686.016708157,132285.127843887,132817.518396817,133218.704519398,133600.068330107,133962.789161519,134207.317340265,134444.234091892,134611.504631081,134579.461896877,134532.421787463,134487.550297085,134437.937919836,134541.113160092,134595.649697698,134647.529678672,134707.254477821,134744.526647479,134851.617077156,134907.246400526,134944.685122798,135021.374921596,135041.942912139,135069.933789881,135134.089772812,135177.34973151,135217.056600618,135248.628638144,135274.962907071,135306.521928436,135330.591301425,135360.567653007,135383.355345518,135408.877326982,135434.037418972,135461.07982404,135492.305767077,135513.669228471,135518.157663197,135528.890384393,135538.604564403,135557.256049669,135560.616153459
